"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Post Title",Slug,Permalink,"Product URI",Description,Type,Excerpt,"Product Modified",Visibility,Featured,"Product Published",Virtual,Price,"Sale Price","Net Price","Sale Price Dates From","Sale Price Dates To",Weight,"Weight Unit",Height,"Height Unit",Width,"Width Unit",Length,"Length Unit",Category,"Featured Image","Product Gallery","Tax Status","Tax Class","Shipping Class","Download File Name","Download File URL Path","Download Limit","Download Expiry","Download Type","Manage Stock",Quantity,"Stock Status","Sold Individually",Up-Sells,Cross-Sells,"Button Text","Purchase Note","Product Status","Enable Reviews","Sort Order","Post Author",Username,"User Role","WordPress SEO - Focus Keyword","WordPress SEO - Meta Description","WordPress SEO - SEO Title","WordPress SEO - Noindex","WordPress SEO - Follow","WordPress SEO - Google+ Description","WordPress SEO - Facebook Title","WordPress SEO - Facebook Description","WordPress SEO - Facebook Image","WordPress SEO - Twitter Title","WordPress SEO - Twitter Description","WordPress SEO - Twitter Image","WordPress SEO - Canonical URL"
,,36248,,"TEXAS TBR BEAD HAND TOOLED BELT","TEXAS TBR BEAD HAND TOOLED BELT",texas-tbr-bead-hand-tooled-belt,https://cuevaswesternwear.com/shop/belts/texas-tbr-bead-hand-tooled-belt/,https://cuevaswesternwear.com/shop/belts/texas-tbr-bead-hand-tooled-belt/,,Variable,,26/09/2023,"Shop and search results",No,26/09/2023,No,89.00,89.00,89.00,,,,,,,,,,,Belts,36348,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36223,,"RANGER BELT-CINCELADO","RANGER BELT-CINCELADO",ranger-belt-cincelado-3,https://cuevaswesternwear.com/?post_type=product&p=36223,https://cuevaswesternwear.com/?post_type=product&p=36223,,Variable,,05/10/2024,"Shop and search results",No,26/09/2023,No,39.00,39.00,39.00,,,0,lbs,0,in,0,in,0,in,Hats,36246,,Taxable,,,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Pending,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36222,,"RANGER | LADY BELT CINCELADO | BROWN 501","RANGER | LADY BELT CINCELADO | BROWN 501",,https://cuevaswesternwear.com/?post_type=product&p=36222,https://cuevaswesternwear.com/?post_type=product&p=36222,,Variable,,11/01/2025,"Shop and search results",No,26/09/2023,No,39.00,39.00,39.00,,,0,lbs,0,in,0,in,0,in,Hats,36247,,Taxable,,,,,-1,-1,Standard,No,4,"In Stock",No,,,,,Pending,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36221,,"RANGER BELT-CINCELADO","RANGER BELT-CINCELADO",ranger-belt-cincelado,https://cuevaswesternwear.com/shop/hats/ranger-belt-cincelado/,https://cuevaswesternwear.com/shop/hats/ranger-belt-cincelado/,,Variable,,26/09/2023,"Shop and search results",No,26/09/2023,No,39.00,39.00,39.00,,,,,,,,,,,Hats,36246,,Taxable,,,,,-1,-1,Standard,No,5,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36155,,"MENS BULL COWHIDE BELT BROWN","MENS BULL COWHIDE BELT BROWN",mens-bull-cowhide-belt-brown,https://cuevaswesternwear.com/shop/belts/mens-bull-cowhide-belt-brown/,https://cuevaswesternwear.com/shop/belts/mens-bull-cowhide-belt-brown/,,Variable,,24/09/2023,"Shop and search results",No,24/09/2023,No,,,,,,,,,,,,,,Belts,36215,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36153,,"MENS COWHIDE BELT BLACK","MENS COWHIDE BELT BLACK",mens-cowhide-belt-black,https://cuevaswesternwear.com/shop/belts/mens-cowhide-belt-black/,https://cuevaswesternwear.com/shop/belts/mens-cowhide-belt-black/,,Variable,,24/09/2023,"Shop and search results",No,24/09/2023,No,,,,,,,,,,,,,,Belts,36214,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36148,,"MENS COWHIDE BELT WHITE","MENS COWHIDE BELT WHITE",mens-cowhide-belt-white,https://cuevaswesternwear.com/shop/belts/mens-cowhide-belt-white/,https://cuevaswesternwear.com/shop/belts/mens-cowhide-belt-white/,,Variable,,31/05/2024,"Shop and search results",No,24/09/2023,No,58.00,58.00,58.00,,,,,,,,,,,Belts,36213,,Taxable,,Belts,,,-1,-1,Standard,No,8,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36139,,"MENS HORSE EMBROIDERED BELT LEATHER","MENS HORSE EMBROIDERED BELT LEATHER",mens-horce-embroidered-belt-leather,https://cuevaswesternwear.com/shop/belts/mens-horce-embroidered-belt-leather/,https://cuevaswesternwear.com/shop/belts/mens-horce-embroidered-belt-leather/,,Variable,,23/11/2023,"Shop and search results",No,24/09/2023,No,35.99,35.99,35.99,,,0,lbs,0,in,0,in,0,in,Belts,36179,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36138,,"MENS ROOSTER EMBROIDERED BELT LEATHER","MENS ROOSTER EMBROIDERED BELT LEATHER",mens-rooster-embroidered-belt-leather,https://cuevaswesternwear.com/shop/belts/mens-rooster-embroidered-belt-leather/,https://cuevaswesternwear.com/shop/belts/mens-rooster-embroidered-belt-leather/,,Variable,,24/12/2023,"Shop and search results",No,24/09/2023,No,,,,,,,,,,,,,,Belts,36177,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36137,,"MENS STARS COWHIDE BELT BROWN","MENS STARS COWHIDE BELT BROWN",mens-stars-cowhide-belt-brown,https://cuevaswesternwear.com/shop/belts/mens-stars-cowhide-belt-brown/,https://cuevaswesternwear.com/shop/belts/mens-stars-cowhide-belt-brown/,,Variable,,26/09/2023,"Shop and search results",No,24/09/2023,No,,,,,,,,,,,,,,Belts,36180,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36134,,"MENS WESTERN LEATHER BULL EMBROIDERED BELT","MENS WESTERN LEATHER BULL EMBROIDERED BELT",mens-western-leather-bull-embroidered-belt,https://cuevaswesternwear.com/shop/belts/mens-western-leather-bull-embroidered-belt/,https://cuevaswesternwear.com/shop/belts/mens-western-leather-bull-embroidered-belt/,,Variable,,13/07/2024,"Shop and search results",No,24/09/2023,No,,,,,,0,lbs,0,in,0,in,0,in,Belts,36178,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36131,,"MENS WESTERN LEATHER HORSE EMBROIDERED  BELT","MENS WESTERN LEATHER HORSE EMBROIDERED  BELT",mens-western-leather-horce-embroidered-belt,https://cuevaswesternwear.com/shop/belts/mens-western-leather-horce-embroidered-belt/,https://cuevaswesternwear.com/shop/belts/mens-western-leather-horce-embroidered-belt/,,Variable,,23/01/2024,"Shop and search results",No,24/09/2023,No,,,,,,0,lbs,0,in,0,in,0,in,Belts,36176,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36130,,"MENS WESTERN LEATHER rooster embroidered  belt","MENS WESTERN LEATHER rooster embroidered  belt",mens-western-leather-rooster-embroidered-belt,https://cuevaswesternwear.com/shop/belts/mens-western-leather-rooster-embroidered-belt/,https://cuevaswesternwear.com/shop/belts/mens-western-leather-rooster-embroidered-belt/,,Variable,,15/12/2023,"Shop and search results",No,24/09/2023,No,,,,,,,,,,,,,,Belts,36174,36175,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36129,,"MENS WESTERN LEATHER SPUR EMBROIDERED LEATHER  BELT","MENS WESTERN LEATHER SPUR EMBROIDERED LEATHER  BELT",mens-western-leather-spur-embroidered-leather-belt,https://cuevaswesternwear.com/shop/belts/mens-western-leather-spur-embroidered-leather-belt/,https://cuevaswesternwear.com/shop/belts/mens-western-leather-spur-embroidered-leather-belt/,,Variable,,26/09/2023,"Shop and search results",No,24/09/2023,No,35.99,35.99,35.99,,,,,,,,,,,Belts,36173,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36116,,"LOS ALTOS |  EXOTIC BELTS-C11U0207 BROWN CAIMAN HORNBACK","LOS ALTOS |  EXOTIC BELTS-C11U0207 BROWN CAIMAN HORNBACK",los-altos-exotic-belts-c11u0207-brown-caiman-hornback-2,https://cuevaswesternwear.com/shop/exotic-belt-men/los-altos-exotic-belts-c11u0207-brown-caiman-hornback-2/,https://cuevaswesternwear.com/shop/exotic-belt-men/los-altos-exotic-belts-c11u0207-brown-caiman-hornback-2/,"<p class=""p1"">COCO Skin belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Genuine Skin</li>
 	<li class=""li1"">BROWN Color</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
 	<li class=""li1"">The colors may vary slightly due angle, lighting, and variation from different computer screens.</li>
</ul>",Variable,,31/12/2024,"Shop and search results",No,23/09/2023,No,120.00,120.00,120.00,,,0,lbs,0,in,0,in,0,in,"Exotic Belts",36119,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36115,,"LOS ALTOS EXOTIC BELTS-C11U0207 BROWN CAIMAN HORNBACK","LOS ALTOS EXOTIC BELTS-C11U0207 BROWN CAIMAN HORNBACK",los-altos-exotic-belts-c11u0207-brown-caiman-hornback,https://cuevaswesternwear.com/shop/hats/los-altos-exotic-belts-c11u0207-brown-caiman-hornback/,https://cuevaswesternwear.com/shop/hats/los-altos-exotic-belts-c11u0207-brown-caiman-hornback/,"<p class=""p1"">COCO Skin belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Genuine Skin</li>
 	<li class=""li1"">BROWN/DARK GREY Color</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
 	<li class=""li1"">The colors may vary slightly due angle, lighting, and variation from different computer screens.</li>
</ul>",Variable,,23/09/2023,"Shop and search results",No,23/09/2023,No,120.00,120.00,120.00,,,0,lbs,0,in,0,in,0,in,Hats,36119,,Taxable,,,,,-1,-1,Standard,No,1,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36110,,"LOS ALTOS | EXOTIC BELT CAIMAN BELLY | BROWN-C11U8207","LOS ALTOS | EXOTIC BELT CAIMAN BELLY | BROWN-C11U8207",los-altos-exotic-belts-c11u8207-brown-caiman-belly-2,https://cuevaswesternwear.com/shop/exotic-belt-men/los-altos-exotic-belts-c11u8207-brown-caiman-belly-2/,https://cuevaswesternwear.com/shop/exotic-belt-men/los-altos-exotic-belts-c11u8207-brown-caiman-belly-2/,"<p class=""p1"">COCO Skin belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Genuine Skin</li>
 	<li class=""li1"">BROWN Color</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
 	<li class=""li1"">The colors may vary slightly due angle, lighting, and variation from different computer screens.</li>
</ul>",Variable,,03/01/2025,"Shop and search results",No,23/09/2023,No,,,,,,0,lbs,0,in,0,in,0,in,"Exotic Belts",36113,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36109,,"LOS ALTOS EXOTIC BELTS-C11U8207 BROWN CAIMAN BELLY","LOS ALTOS EXOTIC BELTS-C11U8207 BROWN CAIMAN BELLY",los-altos-exotic-belts-c11u8207-brown-caiman-belly,https://cuevaswesternwear.com/shop/hats/los-altos-exotic-belts-c11u8207-brown-caiman-belly/,https://cuevaswesternwear.com/shop/hats/los-altos-exotic-belts-c11u8207-brown-caiman-belly/,"<p class=""p1"">COCO Skin belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Genuine Skin</li>
 	<li class=""li1"">BROWN/DARK GREY Color</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
 	<li class=""li1"">The colors may vary slightly due angle, lighting, and variation from different computer screens.</li>
</ul>",Variable,,23/09/2023,"Shop and search results",No,23/09/2023,No,120.00,120.00,120.00,,,0,lbs,0,in,0,in,0,in,Hats,36113,,Taxable,,,,,-1,-1,Standard,No,1,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36014,,"CUEVAS TRADITION MEN'S BELTS-PITA FLOWES BLACK","CUEVAS TRADITION MEN'S BELTS-PITA FLOWES BLACK",cuevas-tradition-mens-belts-pita-flowes-black,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-flowes-black/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-flowes-black/,,Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,,,,,,,,,,,,,,Hats,36099,,Taxable,,,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36013,,"CUEVAS TRADITION | MEN'S BELTS-PITA FLOWES | BLACK 174","CUEVAS TRADITION | MEN'S BELTS-PITA FLOWES | BLACK 174",cuevas-tradition-mens-belts-pita-flowes-black-2,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-flowes-black-2/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-flowes-black-2/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">BLACK Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36099,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36009,,"CUEVAS TRADITION MEN'S BELTS-PITA FLOWES BROWN","CUEVAS TRADITION MEN'S BELTS-PITA FLOWES BROWN",cuevas-tradition-mens-belts-pita-flowes-brown-2,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-flowes-brown-2/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-flowes-brown-2/,,Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,,,,,,,,,,,,,,Hats,36098,,Taxable,,,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,36001,,"CUEVAS TRADITION | MEN'S BELTS PITA FLOWES | BROWN 170","CUEVAS TRADITION | MEN'S BELTS PITA FLOWES | BROWN 170",cuevas-tradition-mens-belts-pita-flowes-brown,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-flowes-brown/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-flowes-brown/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Brown Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36098,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35990,,"CUEVAS TRADITION MEN'S BELTS-PITA FLOWES HONEY","CUEVAS TRADITION MEN'S BELTS-PITA FLOWES HONEY",cuevas-tradition-mens-belts-pita-flowes-honey-2,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-flowes-honey-2/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-flowes-honey-2/,,Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,,,,,,,,,,,,,,Hats,36097,,Taxable,,,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35989,,"CUEVAS TRADITION | MEN'S BELTS PITA FLOWES | HONEY 169","CUEVAS TRADITION | MEN'S BELTS PITA FLOWES | HONEY 169",cuevas-tradition-mens-belts-pita-flowes-honey,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-flowes-honey/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-flowes-honey/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Honey Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36097,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35968,,"CUEVAS TRADITION | MEN'S BELTS PITA HORSE | BLACK 114","CUEVAS TRADITION | MEN'S BELTS PITA HORSE | BLACK 114",cuevas-tradition-mens-belts-pita-horse-black-2,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horse-black-2/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horse-black-2/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">BLACK Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,,,,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36095,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35961,,"CUEVAS TRADITION MEN'S BELTS-PITA HORSE BLACK","CUEVAS TRADITION MEN'S BELTS-PITA HORSE BLACK",cuevas-tradition-mens-belts-pita-horse-black,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-horse-black/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-horse-black/,,Variable,,22/09/2023,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,,,,,,,,,Hats,36095,,Taxable,,,,,-1,-1,Standard,No,1,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35950,,"CUEVAS TRADITION MEN'S BELTS-PITA HORSE BROWN","CUEVAS TRADITION MEN'S BELTS-PITA HORSE BROWN",cuevas-tradition-mens-belts-pita-horse-brown-2,https://cuevaswesternwear.com/?post_type=product&p=35950,https://cuevaswesternwear.com/?post_type=product&p=35950,,Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,,,,,,,,,Hats,36094,,Taxable,,,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Pending,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35949,,"CUEVAS TRADITION MEN'S BELTS-PITA HORSE | BROWN 146","CUEVAS TRADITION MEN'S BELTS-PITA HORSE | BROWN 146",cuevas-tradition-mens-belts-pita-horse-brown,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horse-brown/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horse-brown/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Brown Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36094,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35942,,"CUEVAS TRADITION | MEN'S BELTS-PITA HORSESHOE | HONEY 154","CUEVAS TRADITION | MEN'S BELTS-PITA HORSESHOE | HONEY 154",cuevas-tradition-mens-belts-pita-horseshoe-honey-2,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horseshoe-honey-2/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horseshoe-honey-2/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">Honey Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36093,,Taxable,,Belts,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35939,,"CUEVAS TRADITION MEN'S BELTS-PITA HORSESHOE HONEY","CUEVAS TRADITION MEN'S BELTS-PITA HORSESHOE HONEY",cuevas-tradition-mens-belts-pita-horseshoe-honey,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-horseshoe-honey/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-horseshoe-honey/,,Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,,,,,,,,,Hats,36093,,Taxable,,,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35929,,"CUEVAS TRADITION MEN'S BELTS-PITA HORSESHOE/HORSE BLACK","CUEVAS TRADITION MEN'S BELTS-PITA HORSESHOE/HORSE BLACK",cuevas-tradition-mens-belts-pita-horseshoe-horse-black-2,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-horseshoe-horse-black-2/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-horseshoe-horse-black-2/,,Variable,,22/09/2023,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,,,,,,,,,Hats,36091,,Taxable,,,,,-1,-1,Standard,No,2,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35925,,"CUEVAS TRADITION | MEN'S BELTS-PITA HORSESHOE | HORSE BLACK 120","CUEVAS TRADITION | MEN'S BELTS-PITA HORSESHOE | HORSE BLACK 120",cuevas-tradition-mens-belts-pita-horseshoe-horse-black,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horseshoe-horse-black/,https://cuevaswesternwear.com/shop/pitabels-women-men/cuevas-tradition-mens-belts-pita-horseshoe-horse-black/,"<p class=""p1"">PITA belt is handmade with the best quality Exotic skin. Fully lined in genuine leather making the perfect match for your boots.</p>

<ul class=""ul1"">
 	<li class=""li1"">BLACK Color</li>
 	<li class=""li1"">Authentic Pita Embroidered</li>
 	<li class=""li1"">Removable Buckle</li>
 	<li class=""li1"">100% Handmade</li>
 	<li class=""li1"">Made in Mexico</li>
 	<li class=""li1"">Authentic Leather Lined</li>
 	<li class=""li1"">Adjustable belt system</li>
</ul>",Variable,,09/01/2025,"Shop and search results",No,22/09/2023,No,,,,,,0,lbs,0,in,0,in,0,in,"Pita Embroidered Belts",36091,,Taxable,,Belts,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,35923,,"CUEVAS TRADITION MEN'S BELTS-PITA ROOSTER BLACK","CUEVAS TRADITION MEN'S BELTS-PITA ROOSTER BLACK",cuevas-tradition-mens-belts-pita-rooster-black-2,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-rooster-black-2/,https://cuevaswesternwear.com/shop/hats/cuevas-tradition-mens-belts-pita-rooster-black-2/,,Variable,,22/09/2023,"Shop and search results",No,22/09/2023,No,98.99,98.99,98.99,,,,,,,,,,,Hats,36090,,Taxable,,,,,-1,-1,Standard,No,1,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
